answer,subject,choice_3,choice_2,choice_1,choice_0,question
2,professional_law,معاہدہ کرنے کی طاقت، لیکن صرف اس صورت میں جب معاہدہ کانگریس میں اکثریت سے منظور ہو جائے۔,معاہدہ کرنے کی طاقت، لیکن صرف اس صورت میں جب معاہدے کی سینیٹ کے دو تہائی سے توثیق ہو جائے۔,صدر کی ایک ذیلی طاقت اس کے معاہدہ سازی کی طاقت کے تحت۔,خارجہ امور چلانے کا صدارتی اختیار۔,صدر نے مہروں کی مخصوص انواع کے معدوم ہونے کو روکنے کے مسئلے کا مطالعہ کرنے کے لیے غیر ملکی حکومت کے نمائندوں کے ساتھ بات چیت کے لیے ایک وفد مقرر کیا۔ وفد کا ہدف دو گنا تھا: مسئلہ کا مطالعہ کرنا اور دو طرفہ معاہدے میں ایسے ضابطے وضع کرنا جو خطرے سے دوچار انواع کو تحفظ فراہم کرے گا اور ایک مستقل کمیشن فراہم کرے گا جو مجوزہ ضوابط کے نفاذ کی مسلسل نگرانی کرے گا۔ ان کے نتائج مرتب کرنے اور ضروری ضوابط کا مسودہ تیار کرنے کے بعد، صدر اور غیر ملکی حکومت کے رہنما نے مسئلہ کی نگرانی کے لیے ایک مستقل کمیشن بنانے اور اسے نافذ کرنے کے ضروری اختیارات دینے کے لیے ایک معاہدہ کیا۔ مندرجہ ذیل میں سے کن اصولوں کے تحت اس معاہدے کی توثیق کا امکان زیادہ تر برقرار رکھا جائے گا؟
2,professional_law,ناقابل قبول، کیونکہ یہ سنی سنائی بات ہے کسی تسلیم شدہ استثناء کے اندر نہیں۔,ناقابل قبول، کیونکہ اٹارنی کلائنٹ کا استحقاق سیکرٹری کو اس طرح کے خفیہ مواصلات کی گواہی دینے سے نااہل قرار دیتا ہے۔,قابل قبول، کیونکہ میٹنگ کے دوران لاء کلرک کی موجودگی نے اٹارنی کلائنٹ کا استحقاق تباہ کر دیا۔,قابل قبول، کیونکہ میٹنگ کے دوران اس کی موجودگی نے اٹارنی کلائنٹ کا استحقاق تباہ کر دیا۔,ایک شوہر اپنی بیوی کی بے وفائی کی وجہ سے طلاق کے لیے وکیل کے پاس جاتا ہے۔ مؤکل کی مشاورت پر، اٹارنی کے سیکرٹری نے نوٹس لیے۔ شوہر کی اجازت کے ساتھ، اٹارنی کا لاء کلرک بھی مشاورت پر بیٹھا کہ اٹارنی نے یہ ملاقاتیں کیسے کیں۔ اٹارنی کے ساتھ اس ابتدائی مشاورت کے تھوڑی دیر بعد سیکرٹری نے استعفیٰ دے دیا۔ طلاق کے مقدمے کی سماعت کے دوران، بیوی کا وکیل سکریٹری کو اس بات کی گواہی دینے کے لیے فون کرنے کی کوشش کرتا ہے کہ ابتدائی مؤکل کی مشاورت کے دوران شوہر نے اٹارنی کو کیا بتایا۔ اعتراض پر، سیکرٹری کی مجوزہ گواہی کا امکان زیادہ تر ہو گا۔
3,professional_law,ہاں، پولیس کو گرفتاری کے لیے کسی کے گھر میں داخل ہونے کے لیے گرفتاری کا وارنٹ حاصل کرنا چاہیے۔,ہاں، اندراج دستک اور اعلان کے اصول کی خلاف ورزی تھی۔,نہیں، اندراج کے لیے وارنٹ گرفتاری کی ضرورت نہیں تھی کیونکہ حکام پہلے ہی ممکنہ وجہ بتا چکے تھے۔,نہیں۔,قانون نافذ کرنے والے حکام کے پاس قتل کے ایک شخص پر شبہ کرنے کی ممکنہ وجہ تھی۔ گرفتاری کے وارنٹ کے بغیر، وہ اسے گرفتار کرنے اس کے گھر گئے۔ انہوں نے دستک دی اور اعلان کیا اور کوئی جواب نہ سن کر زبردستی دروازہ توڑا اور گھر میں داخل ہوئے۔ انہوں نے کسی کو تلاش نہیں کیا لیکن ایک ہینڈگن پکڑا جو صاف نظر میں تھی۔ ملزم کو بعد میں قتل کے الزام میں گرفتار کر لیا گیا۔ اس نے بندوق کو دبانے کے لیے درخواست دائر کی۔ کیا دبانے والی عدالت بندوق نکالے گی؟
2,professional_law,یہ قانون اپنے شہریوں کی صحت، حفاظت اور فلاح و بہبود کو آگے بڑھانے میں ایک مجبور ریاستی دلچسپی کو فروغ دیتا ہے۔,اس قانون میں فنڈنگ ​​کی حد کسی بنیادی حق کے استعمال پر براہ راست ممانعت یا جرمانہ عائد نہیں کرتی ہے اور یہ عقلی طور پر ایک جائز ریاستی مفاد کے حصول سے متعلق ہے۔,ہسپتالوں میں عوامی سبسڈی حقوق کے بجائے مراعات ہیں اور اس وجہ سے چودھویں ترمیم کی مناسب عمل کی شق کے ذریعے ان کا تحفظ نہیں کیا جاتا۔,دسویں ترمیم ریاستوں کو ان کے عوامی فنڈز کی تقسیم پر مکمل اختیار محفوظ رکھتی ہے۔,"کینسر کے مریضوں کی صحت کی دیکھ بھال کو بہتر بنانے کی کوشش میں، ایک ریاست کی مقننہ نے نجی ملکیت کے ہسپتالوں کی مدد کے لیے عوامی فنڈز فراہم کرنے کا قانون بنایا ہے۔ قانون کے مطابق، ریاست کے ہر ہسپتال کو کینسر کے ہر مریض کے لیے سالانہ $5,000 ملے گا جو اس ہسپتال میں داخل تھا، اور جس کے ہسپتال میں داخل ہونے کی مدت ایک ہفتے سے زیادہ تھی۔ اگرچہ اس بل کی ابتدائی طور پر کئی گرجا گھروں اور دیگر تنظیموں نے مخالفت کی تھی، لیکن ریاست کی مقننہ نے اپوزیشن کو مطمئن کرنے کے لیے سمجھوتہ کرنے کی کوشش میں بل کا دوبارہ مسودہ تیار کیا۔ اپنے حتمی دوبارہ مسودے میں، بل نے فراہم کیا کہ $5,000 سالانہ سبسڈی ""اسقاط حمل کروانے والے کسی بھی ہسپتال کو ادا نہیں کی جائے گی۔"
0,professional_law,ناقابل قبول، کیونکہ معاف کرنے سے پہلے متاثرہ سے بیان کے بارے میں پوچھ گچھ نہیں کی گئی۔,کسی تسلیم شدہ رعایت کے اندر نہ ہونے کی وجہ سے ناقابل قبول۔,مرنے کے اعلان کے طور پر قابل قبول ہے۔,ایک پرجوش کلمات کے طور پر قابل قبول ہے۔,"ایک ملزم پر قتل کی کوشش کا مقدمہ چل رہا ہے۔ مبینہ شکار کو استغاثہ نے گواہی کے لیے بلایا ہے۔ اپنی گواہی کے دوران، متاثرہ نے واقعہ سنایا اور بتایا کہ کس طرح مدعا علیہ نے اسے بیس بال کے بیٹ سے وحشیانہ طریقے سے پیٹا۔ استغاثہ کی طرف سے ان سے یہ نہیں پوچھا گیا کہ کیا اس نے حملے کے دوران کوئی بیان دیا تھا۔ متاثرہ کے معاف کرنے اور گواہ کے موقف سے جانے کے بعد، استغاثہ نے گواہی کے لیے ایک اور گواہ کو بلایا۔ گواہ نے گواہی دینے کی تجویز پیش کی کہ جب مارنا بند ہوا تو متاثرہ نے چیخ کر کہا، ""میں مر رہا ہوں۔ مدعا علیہ کو اس سے بھاگنے نہ دیں۔"" مدعا علیہ کے وکیل کے اعتراض پر، گواہ کی پیش کردہ گواہی"
1,professional_law,ہاں، کیونکہ وفاقی حکومت اپنی تجارتی سرگرمیوں پر ریاستی ٹیکس سے مستثنیٰ نہیں ہے۔,ہاں، کیونکہ یہ عام طور پر قابل اطلاق ٹیکس ہے جو ایجنسی کے خلاف امتیازی سلوک نہیں کرتا۔,نہیں، کیونکہ کوئی ریاست وفاقی حکومت یا اس کی کسی ایجنسی یا آلات پر براہ راست ٹیکس نہیں لگا سکتی۔,نہیں، کیونکہ ایک وفاقی ایجنسی کسی ریاست کو ایسا کرنے کے لیے واضح وفاقی قانونی اجازت کے بغیر کوئی رقم ادا نہیں کر سکتی ہے۔,ایک وفاقی قانون نے ایک قومی لاٹری قائم کی اور اس کے انتظام کے لیے ایک نئی وفاقی ایجنسی بنائی۔ عوام کو براہ راست لاٹری ٹکٹ فروخت کرنے کے لیے، ایجنسی نے ایک مخصوص ریاست سمیت پورے ملک میں دکانیں قائم کیں۔ ریاست ریاست کے اندر تمام گیمنگ آپریشنز سے حاصل ہونے والی مجموعی وصولیوں پر عام ٹیکس لگاتی ہے۔ ریاست ریاست کے اندر اپنے آؤٹ لیٹس سے لاٹری ٹکٹوں کی فروخت پر ایجنسی سے ٹیکس لگانے کی کوشش کرتی ہے۔ کیا ایجنسی کو ریاستی مجموعی رسیدوں کا ٹیکس ادا کرنا چاہیے؟
3,professional_law,نہیں، کیوں کہ اسے ایک دائمی شرابی ہونے کی وجہ سے نہیں بلکہ نشے کی حالت میں عوامی سطح پر ہونے کی وجہ سے سزا سنائی گئی تھی۔,نہیں، کیونکہ وہ آدمی سمجھدار تھا اور جب وہ ہوشیار تھا تو صحیح اور غلط میں فرق جانتا تھا۔,ہاں، کیونکہ جب کوئی شخص کسی مجبوری کے تحت کام کرتا ہے جو کہ طبی بیماری کا حصہ ہے، تو اس سے مجرمانہ ارادے کی نفی ہوتی ہے۔,جی ہاں، کیونکہ کسی کو شرابی یا نشے کے عادی ہونے کی حیثیت سے سزا دینا غیر آئینی ہے۔,ایک شخص کو ایک مجرمانہ قانون کے تحت گرفتار کیا گیا جس میں عوامی نشہ کی ممانعت تھی۔ ایک مجسٹریٹ نے اسے 100 ڈالر کا جرمانہ کیا اور اسے ہفتے کے آخر میں جیل کی سزا سنائی۔ اپیل پر، اس کا کاؤنٹی ٹرائل کورٹ کے سامنے ڈی نوو ٹرائل ہوا۔ اس نے شراب نوشی کی بیماری کی تشخیص کرنے والی طبی گواہی پیش کی، جس میں شراب نوشی کی تقریباً بے قابو خواہش تھی۔ دفاع نے دعویٰ کیا کہ کسی شخص کو بیماری کے عمل میں مبتلا ہونے پر سزا نہیں دی جا سکتی۔ ریاست نے محض دلیل دی کہ اس شخص کے پاس اپنے کیے کا کوئی دفاع نہیں تھا۔ امریکی سپریم کورٹ نے سزا سنائے جانے کے بعد اس شخص کی اپیل قبول کر لی۔ کیا عدالت ممکنہ طور پر سزا کو واپس لے گی؟
2,professional_law,غالب نہیں، اگر رہائشی ہینڈ ریل کو نہ پکڑنے میں لاپرواہی کا مظاہرہ کرے۔,غالب نہیں، اگر سب وے کا آپریٹر اسٹاپ بنانے میں لاپرواہی کا مظاہرہ نہیں کرتا تھا۔,غالب، کیونکہ اچانک رکنے سے رہائشی اس پر گر پڑا۔,غالب، کیونکہ دیکھ بھال کا ایک خاص فرض اس پر واجب تھا۔,شہر کا ایک رہائشی ہر روز سب وے کے ذریعے کام پر جاتا تھا۔ اپنا سب وے ٹکٹ خریدنے کے بعد، رہائشی اپنی سواری کے لیے سب وے میں داخل ہوئی جہاں وہ ملازم تھی۔ ایک سیٹ کی تلاش میں، رہائشی سب وے کار کے عقب کی طرف چل رہا تھا جب وہ اچانک رک گئی۔ اچانک رکنے کے نتیجے میں رہائشی ایک مسافر پر گر گیا جس سے وہ زخمی ہو گیا۔ اگر مسافر اپنی ذاتی چوٹوں کو ٹھیک کرنے کے لیے سب وے کمپنی کے خلاف دعویٰ کرتا ہے، تو مسافر ممکنہ طور پر
1,professional_law,ہاں، کیونکہ دوطرفہ معاہدہ کرنے کی زبانی پیشکش کبھی بھی قابل عمل نہیں ہوتی۔,نہیں، کیوں کہ اس پیشکش کو منسوخ کرنے سے پہلے اسے مناسب مدت کے لیے کھلا رہنا تھا۔,نہیں، کیونکہ گھر کے مالک کی ملازمت کے لیے خاص طور پر سامان خریدنے کا عمل ایک مؤثر قبولیت تھا اور گھر کے مالک کی جانب سے منسوخی کی کوشش سے پہلے ایک معاہدہ تشکیل دیا گیا تھا۔,ہاں، کیونکہ دوطرفہ معاہدے کی پیشکش کو قبول کرنے سے پہلے ہی منسوخ کیا جا سکتا ہے۔,"ایک گھر کے مالک نے ایک چھت کو ادا کرنے کی پیشکش کی جسے وہ جانتا تھا کہ گھر کے مالک کی چھت کی مرمت کرنے کے لیے چھت والے کے معاہدے کے لیے وہ $2,000 جانتا تھا۔ اس نے چھت والے سے کہا، ""جب تم اس کام کے لیے ضروری کام کرنا شروع کرو گے تو ہمارا معاہدہ ہو جائے گا۔"" چھت والے نے براہ راست پیشکش کا جواب نہیں دیا لیکن اس نے باہر جا کر گھر کے مالک کی وضاحتوں کے لیے درکار سامان اور سامان خرید لیا۔ جب وہ سامان لے کر سائٹ پر پہنچا تو اسے گھر کے مالک کا پیغام ملا کہ اس نے پیشکش منسوخ کر دی ہے۔ کیا گھر کا مالک ان حالات میں پیشکش کو منسوخ کر سکتا ہے؟"
0,professional_law,نہیں، کیونکہ بیچنے والے نے کوئی انتباہ پوسٹ نہیں کیا تھا کہ اس کی مچھلی میں مچھلی کے کانٹے ہوسکتے ہیں۔,جی ہاں، کیونکہ گاہکوں سے توقع کی جاتی ہے کہ وہ جان لیں گے کہ مچھلی کے سینڈوچ میں اکثر غیر ملکی چیزیں ہوں گی۔,ہاں، کیونکہ ایک گاہک رضاکارانہ طور پر اس خطرے کو سمجھتا ہے کہ مچھلی میں دھاتی مچھلی کے کانٹے ہوں گے۔,نہیں، کیونکہ لاپرواہی کے بغیر بھی غیر معقول حد تک خطرناک پروڈکٹ فروخت کرنے پر سخت ذمہ داری عائد ہوتی ہے۔,ایک نابالغ بچہ فاسٹ فوڈ ریسٹورنٹ میں مچھلی کا سینڈوچ کھا رہا تھا کہ ایک بڑی دھاتی چیز، جسے بعد میں مچھلی کے کانٹے کے طور پر شناخت کیا گیا، اس کے گلے میں پھنس گیا۔ پھنسے ہوئے ہک کی وجہ سے اسے کھانسی سے خون بے قابو ہو گیا، اور اسے ہنگامی سرجری کے لیے ہسپتال لے جایا گیا۔ ریستوراں نے بعد میں یہ ظاہر کرتے ہوئے گاہک کے مقدمے کا دفاع کیا کہ اس نے اپنی مصنوعات سے غیر ملکی اشیاء کو ختم کرنے کے لیے ہر معقول کام کیا ہے اور اس میں کوئی کوتاہی نہیں تھی۔ کیا مقدمہ خارج کر دیا جائے گا اور ریسٹورنٹ کے لیے فیصلہ سنایا جائے گا؟
