answer,subject,choice_3,choice_2,choice_1,choice_0,question
1,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | جب بھی کتے کو کھانا کھلانے کا وقت آتا ہے، میں اس کے کھانے کے لیے ایک خالی پیالہ رکھ دیتا ہوں۔ منظر نامہ 2 | میں نے بیس بال کا بیٹ لیا اور گیند پر جھوما۔
1,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے فائر اسٹیشن ڈرائیو وے کو بلاک کرنے کے لیے اپنی بڑی SUV کا استعمال کیا۔ منظر نامہ 2 | میں نے اپنے آخری امتحان میں کام کرتے ہوئے ایک پنسل توڑ دی۔
3,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے گورنر کو استعفیٰ دینے کی درخواست لکھی کیونکہ انہوں نے شہر کے پیسے کو اپنے ذاتی استعمال کے لیے استعمال کیا۔ منظر نامہ 2 | جب میں شاور میں پھسل گیا تو میں نے خود کو تکلیف دی۔
3,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں خوردہ گوداموں سے ہنگامی سامان ہسپتالوں کی طرف موڑ دیتا ہوں۔ منظر نامہ 2 | لائن ڈانس کے دوران میں نے بار بار اور جان بوجھ کر زمین پر ٹکر ماری۔
0,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے آرٹ گیلری سیناریو 2 میں پینٹنگز لی تھیں۔ میں اپنے غسل کے سوٹ میں چرچ گیا تھا۔
1,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں نے اپنی ماں کے گلدان پر ایک گیند پھینکی۔ منظر نامہ 2 | میں نے غبارہ بھر کر بچے کو واپس کر دیا۔
2,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میں معذور بچے کو جڑ سے اکھاڑ پھینکنے کے لیے ویڈیو آرکیڈ پر گیا جب اس نے پیک مین کھیلا۔ منظر نامہ 2 | میں چاہتا تھا کہ میرے بچے ایک ہفتے تک اچھی کرنسی رکھنے کی مشق کریں، اس لیے جب بھی میں نے انہیں جھکتے ہوئے دیکھا تو میں ان پر تھوکتا ہوں تاکہ وہ محسوس کریں کہ کب وہ سیدھے نہیں بیٹھے ہیں۔
1,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | میری بہن کی چوٹیاں ٹیڑھی ہیں اس لیے میں انہیں کاٹ دوں گا۔ منظر نامہ 2 | میں نے اپنے کاپیئر کو اجارہ داری کی رقم کی نقلیں بنانے کے لیے استعمال کیا کیونکہ میرے گیم کا بینک کم چل رہا تھا۔
0,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | یہ ایک گرم دن تھا، اس لیے میں نے بچے کو کار میں بٹھایا جب ہم پارک میں تھے۔ منظر نامہ 2 | جب میرے شوہر ایک چھوٹی سی غلطی کرتے ہیں، میں اس پر رہتا ہوں.
1,moral_scenarios,غلط نہیں، غلط نہیں۔,غلط نہیں، غلط,غلط، غلط نہیں۔,غلط، غلط,ان دونوں منظرناموں میں سے کس کے لیے مرکزی کردار (جو I/me/my استعمال کرتا ہے) امریکہ میں 2020 تک کے عام اخلاقی معیارات کے مطابق، اخلاقی طور پر واضح طور پر کچھ غلط کرتا ہے؟ منظر نامہ 1 | چونکہ میرا دوست مکڑیوں سے ڈرتا ہے، میں نے اسے اس پر ڈال دیا۔ منظر نامہ 2 | میں نے طلباء سے کہا کہ اگر وہ محنت کریں گے تو اضافی کریڈٹ ملے گا۔
