answer,subject,choice_3,choice_2,choice_1,choice_0,question
0,professional_accounting,246500,"$186,500","$118,500","$58,500",مل کمپنی نے 31 دسمبر کو ختم ہونے والے سال کے لیے $152500 کی قبل از ٹیکس آمدنی کی اطلاع دی۔ سال کے آخر کے آڈٹ کے دوران بیرونی آڈیٹرز نے درج ذیل خامیاں دریافت کیں: انوینٹری کو ختم کرنا $30000 حد سے زیادہ فرسودگی کے اخراجات $64000 کو کم بیان کیا گیا ہے کہ مل کو سال کے لیے صحیح قبل از ٹیکس آمدنی کے طور پر کتنی رقم رپورٹ کرنی چاہیے؟ 31 دسمبر کو ختم ہوا؟
0,professional_accounting,ذہنی صلاحیت کی کمی۔,ارادے کی کمی۔,قانون سے ناواقفیت۔,مناسب دیکھ بھال۔,سی پی اے کی طرف سے لاپرواہی کا الزام لگانے والے مقدمے میں درج ذیل میں سے کون سا دفاع کامیاب ہو سکتا ہے؟
1,professional_accounting,"$3,200","$2,000","$1,600",$533,"پچھلے سال 1 مئی کو، بیکر نے $10,000 کی لاگت سے پانچ سالہ کارآمد زندگی کا سامان خریدا۔ بیکر نے MACRS فرسودگی کا نظام اپنایا اور کسی خاص فرسودگی کی کٹوتیوں کا استعمال نہیں کیا۔ موجودہ سال کے یکم مارچ کو، بیکر نے سامان فروخت کیا۔ پانچ سالہ جائیداد کے لیے MACRS فرسودگی کا شیڈول ذیل میں درج ہے:
پہلا سال - 20.00%
دوسرا سال - 32.00%
تیسرا سال - 19.20%
بیکر موجودہ سال میں فرسودگی کی کتنی رقم کاٹ سکتا ہے؟"
2,professional_accounting,درخواست کی کہ انتظامیہ انتظامیہ کے نمائندگی خط میں اکاؤنٹنگ کی دیگر جامع بنیادوں کے استعمال کا جواز پیش کرے۔,اس حقیقت کی عکاسی کرنے کے لیے جائزہ رپورٹ میں ترمیم کی گئی کہ مالیاتی بیانات اکاؤنٹنگ کی ایک اور جامع بنیاد پر پیش کیے گئے تھے۔,انتظامیہ کو GAAP کے مطابق اکاؤنٹ بیلنس کے لیے ضروری ایڈجسٹمنٹ کرنے کا مشورہ دیا۔,منگنی سے دستبردار ہو گیا کیونکہ ادارہ GAAP کی پیروی نہیں کر رہا ہے۔,ایک ادارے نے اکاؤنٹنگ اور جائزہ خدمات کے معیارات کے بیانات کے مطابق اپنے مالیاتی بیانات کا جائزہ لینے کے لیے ایک اکاؤنٹنٹ کو مشغول کیا۔ اکاؤنٹنٹ نے اس بات کا تعین کیا کہ ادارے نے عام طور پر قبول شدہ اکاؤنٹنگ اصولوں (GAAP) کے علاوہ اکاؤنٹنگ کی ایک جامع بنیاد پر اپنے اکاؤنٹس کو برقرار رکھا۔ اس صورت حال میں، اکاؤنٹنٹ نے سب سے زیادہ امکان درج ذیل میں سے کون سا اقدام اٹھایا ہوگا؟
1,professional_accounting,خصوصی آمدنی خصوصی آمدنی,خصوصی آمدنی مستقل,مستقل خصوصی آمدنی,مستقل مستقل,شہر کے لائبریری ٹرسٹ فنڈ A اور ٹرسٹ فنڈ B کے فائدے کے لیے شہر کوب کے پاس دو ٹرسٹ فنڈز ہیں۔ صرف ٹرسٹ فنڈ A سے حاصل ہونے والی آمدنی کو خرچ کیا جا سکتا ہے اور ٹرسٹ فنڈ B سے اصل اور سود دونوں کو خرچ کیا جا سکتا ہے۔ کوب شہر کو ہر ٹرسٹ فنڈ کی رپورٹ کیسے کرنی چاہئے؟ ٹرسٹ فنڈ A ٹرسٹ فنڈ B
3,professional_accounting,"$60,000 جاری کیا گیا ہے۔","$60,000 اضافی سرمایہ کاری ہے۔","$100,000 اضافی سرمایہ کاری ہے۔","$160,000 جاری کیا گیا ہے۔","ایک فرم کا انوینٹری ٹرن اوور (IT) $800,000 کے بیچے گئے سامان کی قیمت (COGS) پر 5 گنا ہے۔ اگر IT کو 8 گنا تک بہتر کیا جاتا ہے جبکہ COGS وہی رہتا ہے، تو کافی مقدار میں فنڈز جاری کیے جاتے ہیں یا اس کے علاوہ انوینٹری میں سرمایہ کاری کی جاتی ہے۔ حقیقت میں،"
3,professional_accounting,انتظامیہ تمام مالیاتی ریکارڈ اور متعلقہ معلومات ہمیں دستیاب کرانے کی ذمہ دار ہے۔,انتظامیہ ہماری طرف سے نشاندہی کی گئی اندرونی کنٹرول کی سرگرمیوں میں تمام کمیوں کو دور کرنے پر متفق ہے۔,ہم مخصوص دعووں سے متعلقہ اندرونی کنٹرولز کی نشاندہی کریں گے جو مادی غلط بیانیوں کو روک سکتے ہیں یا ان کا پتہ لگا سکتے ہیں۔,انتظامیہ اثاثوں کی حفاظت کے لیے کسی بھی ناکافی دفعات کی اطلاع دینے کے لیے ذمہ دار ہے۔,مندرجہ ذیل میں سے کون سے بیانات آڈیٹر کے منگنی کے خط میں سب سے زیادہ ظاہر ہوں گے؟
2,professional_accounting,CPA کی ہستی کے کاموں اور صنعت کی سمجھ میں کمی۔,سی پی اے کو تمام مالیاتی ریکارڈز دستیاب کرانے کے لیے انتظامیہ کی رضامندی نہیں۔,پیشرو آڈیٹر کے ورکنگ پیپرز کا جائزہ لینے میں CPA کی نااہلی۔,بروقت بنیادوں پر سابقہ ​​آڈیٹرز کو نظام الاوقات فراہم کرنے میں ناکامی کے لیے انتظامیہ کی ساکھ۔,مندرجہ ذیل عوامل میں سے کون سے ممکنہ طور پر ایک CPA کو ایک نئی آڈٹ مصروفیت کو قبول نہ کرنے کا سبب بن سکتا ہے؟
2,professional_accounting,دھوکہ دہی اور رازداری کا ارادہ۔,سائنسی اور قابل جواز بھروسہ۔,شراکتی غفلت اور نقصان سے آزادی۔,مواد کی غلط بیانی اور معاہدے کی خلاف ورزی۔,عناصر کے مندرجہ ذیل جوڑوں میں سے کون سے کلائنٹ کو عام قانون کی دھوکہ دہی کے لیے ایک اکاؤنٹنٹ کو ذمہ دار ثابت کرنا چاہیے؟
3,professional_accounting,LIFO طریقہ کے تحت، سال کے آخر میں ہاتھ میں موجود انوینٹری کو قدیم ترین حاصل شدہ سامان پر مشتمل سمجھا جاتا ہے۔,LIFO طریقہ ٹیکس کے مقاصد کے لیے استعمال کیا جا سکتا ہے یہاں تک کہ اگر FIFO کا طریقہ مالی بیان کے مقاصد کے لیے استعمال کیا جائے۔,ٹیکس دہندہ کو LIFO طریقہ کا استعمال جاری رکھنے کے لیے ہر سال انٹرنل ریونیو سروس سے اجازت لینا ضروری ہے۔,بڑھتی ہوئی قیمتوں کے دوران، LIFO طریقہ کے نتیجے میں FIFO طریقہ کے مقابلے میں فروخت کی کم لاگت اور قابل ٹیکس آمدنی زیادہ ہوتی ہے۔,ایک کارپوریٹ ٹیکس دہندہ FIFO طریقہ سے انوینٹری کی قدر کرنے کے LIFO طریقہ پر جانے کا ارادہ رکھتا ہے۔ LIFO طریقہ کے استعمال کے حوالے سے درج ذیل میں سے کون سا بیان درست ہے؟
0,professional_accounting,16800,"$8,400","$8,000","$4,000",لیموں کے پاس سپیکٹرول کارپوریشن کے کامن اسٹاک کے 2000 شیئرز تھے جو سال 1 میں $10.50 فی شیئر پر خریدے گئے تھے۔ سال 4 میں لیمن کو سپیکٹرول کامن اسٹاک کا 5% نان ٹیکس ڈیویڈنڈ ملا۔ سال 5 میں اسٹاک 1 کے بدلے 2 میں تقسیم ہوا۔ رواں سال لیموں کے 800 شیئرز فروخت ہوئے۔ فروخت ہونے والے اسٹاک کے 800 شیئرز میں لیمن کی بنیاد کیا ہے؟
0,professional_accounting,زیادہ منافع.,فروخت میں اضافہ.,خراب قرضوں کے نقصانات میں کمی,جمع کرنے کی اوسط مدت میں اضافہ۔,کریڈٹ کی مدت کو 30 سے ​​60 دن تک بڑھانا، ہمارے تمام حریفوں کی طرف سے اسی طرح کی کارروائی کے جواب میں، ممکنہ طور پر نتیجہ ہوگا:
0,professional_accounting,سازوسامان کو مکمل طور پر فرسودہ ہونے سے پہلے اکثر نقصان میں فروخت کیا جاتا ہے۔,بینک مفاہمت میں عام طور پر ٹرانزٹ ڈپازٹ شامل ہوتے ہیں۔,نقد رسیدیں سنبھالنے والے ملازمین کو پابند نہیں کیا جاتا ہے۔,ادارے کی صنعت کو صارفین کی مانگ میں کمی کا سامنا ہے۔,مندرجہ ذیل میں سے کون سی خصوصیات زیادہ تر ممکنہ طور پر جعلی مالیاتی رپورٹنگ سے پیدا ہونے والی مادی غلط بیانیوں کے خطرے کے بارے میں آڈیٹر کی تشویش کو بڑھا سکتی ہیں؟
1,professional_accounting,خریداری آرڈر فائل سے الیکٹرانک طور پر حذف کر دیا گیا ہے۔,فروش کے ذریعہ کارروائی کرنے سے پہلے آرڈر اور منسوخ شدہ دفتری سامان کی نمائندگی کرتا ہے۔,کاروبار کے معمول کے دوران مناسب طریقے سے منسوخ کر دیا گیا ہے.,دفتری سامان کی نمائندگی کرتا ہے جس کا آرڈر دیا گیا اور کبھی موصول نہیں ہوا۔,ایک آڈیٹر دفتری سازوسامان کے آرڈر کرنے سے پہلے ان کی مناسب منظوری سے متعلق کسی ادارے کی اندرونی کنٹرول کی سرگرمیوں کی جانچ کے لیے پہلے سے نمبر والے خریداری کے آرڈرز کا انتخاب کر رہا ہے۔ آڈیٹر خریداری کے آرڈر نمبروں کے ساتھ بے ترتیب نمبروں کو ملا رہا ہے تاکہ یہ تعین کیا جا سکے کہ کون سے خریداری کے آرڈرز کا معائنہ کرنا ہے۔ اگر کوئی بے ترتیب نمبر باطل شدہ خریداری کے آرڈر سے میل کھاتا ہے تو آڈیٹر عام طور پر باطل شدہ خریداری کے آرڈر کو کسی اور سے بدل دے گا اگر باطل شدہ خریداری آرڈر
3,professional_accounting,متعلقہ دعوے کی سطح پر یقین دہانی کی منصوبہ بند سطح۔,اندرونی کنٹرول کی تاثیر۔,انتظامیہ کے دعوے کہ اندرونی کنٹرول موجود ہیں اور موثر طریقے سے کام کر رہے ہیں۔,کنٹرول کے خطرے کی منصوبہ بند سطح۔,غیر جاری کنندہ کے آڈیٹر کو تفصیلات کے ٹیسٹ ڈیزائن کرنے چاہئیں تاکہ یہ یقینی بنایا جا سکے کہ کافی آڈٹ شواہد درج ذیل میں سے کس کی حمایت کرتے ہیں؟
1,professional_accounting,اس بات کا اعتراف کہ طریقہ کار کی کفایت صرف مل کی ذمہ داری ہے۔,رائلٹی کی ادائیگیوں سے متعلق ماڈرن کی اندرونی کنٹرول کی سرگرمیوں کی تاثیر کے بارے میں رائے۔,کئے گئے طریقہ کار کی فہرست (یا اس کا حوالہ) اور مل کے نتائج۔,ماڈرن کے مالیاتی بیانات کی منصفانہ پیشکش کے بارے میں رائے سے دستبرداری۔,رائلٹی وصول کنندگان کے ایک گروپ کے ذریعہ مل CPA کو Modern Co. کی طرف سے فراہم کردہ مالیاتی ڈیٹا پر رائلٹی کی ادائیگی کے معاہدے کے تقاضوں کی تعمیل کے بارے میں Modern کے تحریری دعوے کے بارے میں متفقہ طریقہ کار کو لاگو کرنے کے لیے شامل کیا گیا تھا۔ ان متفقہ طریقہ کار پر مل کی رپورٹ پر مشتمل ہونا چاہیے
1,professional_accounting,"$36,000 کا فائدہ۔","$6,000 کا فائدہ۔",نہ کوئی فائدہ نہ نقصان۔,"$4,000 کا نقصان۔","سیمنز اپنے بچے کو عوامی طور پر تجارت شدہ اسٹاک کا تحفہ دیتا ہے جس کی بنیاد $40,000 اور $30,000 کی منصفانہ مارکیٹ ویلیو ہے۔ کوئی تحفہ ٹیکس ادا نہیں کیا جاتا ہے۔ بچہ بعد میں اسٹاک کو $36,000 میں فروخت کرتا ہے۔ بچے کا تسلیم شدہ فائدہ یا نقصان کیا ہے، اگر کوئی ہے؟"
3,professional_accounting,نہ گلاب اور نہ ہی جیو۔,صرف Jave.,صرف گلاب۔,گلاب اور ہیو دونوں۔,Goll Co. کی Rose Co. کے مشترکہ اسٹاک میں 25% اور Jave Co. کے مشترکہ اسٹاک میں 18% دلچسپی ہے۔ دونوں میں سے کوئی بھی سرمایہ کاری Goll کو کمپنی کی آپریٹنگ اور مالیاتی پالیسیوں میں سے کسی پر بھی اہم اثر و رسوخ استعمال کرنے کی اہلیت نہیں دیتی ہے۔ ایکویٹی طریقہ استعمال کرنے کے لیے دو میں سے کون سی سرمایہ کاری کا حساب دینا چاہیے؟
3,professional_accounting,$8.42,$8.26,$11,$9,اگر رعایت کی شرح 9% ہے تو دو سالوں میں موصول ہونے والی $10 کی موجودہ قیمت کیا ہے؟
3,professional_accounting,کارکردگی کا ناممکن۔,متوقع تردید۔,اتفاق اور اطمینان۔,نوویشن,مندرجہ ذیل میں سے کون سے حالات عام طور پر قانون کے عمل سے معاہدہ کے فرائض کی ادائیگی کا سبب بنیں گے؟
3,professional_accounting,سال کے اختتام سے پہلے موصول ہونے والی اشیاء کی رپورٹس وصول کرنا لیکن ابھی تک ریکارڈ نہیں کیا گیا۔,سال کے اختتام سے ٹھیک پہلے آرڈر کی گئی اشیاء کے لیے خریداری کی درخواستوں کی فائلیں۔,"اکاؤنٹس کی تفصیلات قابل وصول تصدیقات جو ""استثنیات"" کے طور پر درجہ بندی کی گئی ہیں۔",ڈپازٹس کے لیے کٹ آف بینک اسٹیٹمنٹ کتابوں میں درج ہے لیکن بینک کی طرف سے نہیں۔,غیر ریکارڈ شدہ ذمہ داریوں کی تلاش میں ایک آڈیٹر زیادہ تر امکان کی جانچ کرے گا۔
0,professional_accounting,7.50%,6.98%,6.00%,5.16%,میرٹ کمپنی کا سرمائے کا ڈھانچہ 20% مشترکہ ایکویٹی اور قرض 80% کے برابر ہے۔ مشترکہ ایکویٹی کی لاگت 10% ہے اور قرض کی قبل از ٹیکس لاگت 5% ہے۔ میرٹ کے ٹیکس کی شرح 21% ہے۔ میرٹ کی سرمائے کی وزنی اوسط قیمت کیا ہے؟
1,professional_accounting,"$15,000","$14,000","$6,000","$4,000","گرین سیگل کا واحد شیئر ہولڈر ہے، ایک کیلنڈر سال ایس کارپوریشن۔ سال کے آغاز میں گرین کی بنیاد $15,000 ہے۔ سیگل نے سال کے لیے میونسپل بانڈ کے سود کے $5,000 اور $2,000 کے عام نقصان کی اطلاع دی۔ سیگل نے 1 نومبر کو گرین میں $6,000 کی نقد رقم تقسیم کی۔ سال کے آخر میں سیگل میں گرین کی بنیاد کیا ہے؟"
