question,choices,subject,answer
ذیل میں سے کون سا بیان زیادہ تر افریقی شہروں کی خصوصیت ہے؟,ان کے پاس ترقی پزیر، صاف ستھرے رہائشی علاقے ہیں۔|زیادہ تر دیہی سے شہری نقل مکانی کرنے والوں کے لیے نوکریاں ہیں۔|ان کے تین الگ الگ کاروباری اضلاع ہیں۔|ان کے پاس ایک اچھی طرح سے ترقی یافتہ انفراسٹرکچر ہے۔,high_school_geography,2
کس ملک کو اپنے محل وقوع کی وجہ سے تجارتی نقصان کا سامنا ہے؟,سنگاپور|اٹلی|سپین|منگولیا,high_school_geography,3
برجیس کے کنسنٹرک زون ماڈل کے کس زون میں بہتر مکانات، واحد خاندان کے گھر، اور زیادہ کرایہ والے اپارٹمنٹس ملیں گے؟,پہلا|دوسرا|تیسرے|چوتھا,high_school_geography,2
یہ نظریہ کہ ہر معاشرہ اقتصادی طور پر ترقی کے پانچ مراحل کے پیٹرن کے مطابق ترقی کرتا ہے۔,روسٹو۔|ریوینسٹائن۔|وون تھنن|برجیس۔,high_school_geography,0
مندرجہ ذیل میں سے کس کو ثقافتی خصوصیت کے پھیلاؤ میں رکاوٹ نہیں سمجھا جائے گا؟,زبان|مذہب|سمندر|روادار شکایت کرنے والے شہری,high_school_geography,3
یلغار اور جانشینی کا عمل ایک ایسا عمل ہے جس میں ہجرت شامل ہوتی ہے اور اسے بہترین طور پر بیان کیا جاتا ہے کہ کب,نئے رہائشی مکانات کو گرا کر دوبارہ تعمیر کر رہے ہیں۔|نئے باشندے پرانے رہائشیوں کے ساتھ سکون سے رہتے ہیں۔|نئے رہائشی مکمل طور پر پرانے رہائشیوں کے ساتھ مل جاتے ہیں۔|نئے رہائشی پرانے رہائشی گروپوں کے زیر قبضہ علاقوں میں چلے جاتے ہیں۔,high_school_geography,3
مندرجہ ذیل میں سے کون ایک فعال خطے کی تعریف کو بہترین انداز میں بیان کرتا ہے؟,ایک نقشہ جس میں اٹلانٹا کو ڈیلٹا ایئر لائنز کے مرکز کے طور پر دکھایا گیا ہے۔|ایک مضمون جس میں اس خطے کو جنوب کہا جاتا ہے۔|شمالی کیرولائنا کی ایک سو کاؤنٹیوں کو ظاہر کرنے والا نقشہ|بائبل بیلٹ کے نام سے جانے والے خطے کی وضاحت کرنے والا ایک مضمون,high_school_geography,0
ایک بڑے شاپنگ مال کے ارد گرد کھلنے والے نئے اسٹور کس تصور کی عکاسی کرتے ہیں؟,کشش ثقل کا تصور|فاصلہ کشی|تکمیلیت|تحریک کا تعصب,high_school_geography,3
یورپ میں شہری صنعتی افرادی قوت کی پیدائش نے اس کے آغاز میں اہم کردار ادا کیا۔,پہلا زرعی انقلاب۔|دوسرا زرعی انقلاب۔|تیسرا زرعی انقلاب۔|چوتھا زرعی انقلاب۔,high_school_geography,1
مشرقی ایشیا کے صنعتی علاقوں کے بارے میں درج ذیل میں سے کون سا بیان درست ہے؟,جاپان میں قدرتی وسائل کی ایک بھرپور بنیاد ہے۔|چین کے پاس قدرتی وسائل کی کمی ہے لیکن اس کے پاس بڑی تعداد میں لیبر فورس ہے۔|چین تیزی سے صنعتی ترقی کر رہا ہے۔|تائیوان میں صنعتی اداروں اور تعلیم یافتہ افرادی قوت کا فقدان ہے۔,high_school_geography,2
مندرجہ ذیل میں سے کون سا بیان اقوام متحدہ کی بہترین وضاحت کرتا ہے؟,اقوام متحدہ دنیا بھر میں پولیس فورس چلاتا ہے۔|رکن ممالک اپنی خودمختاری اقوام متحدہ کے حوالے کر دیتے ہیں۔|عالمی قوانین اقوام متحدہ کے ذریعے نافذ کیے جاتے ہیں۔|اقوام متحدہ اکثر عالمی تنازعات میں مداخلت پسندی کی مشق کرتا ہے۔,high_school_geography,3
مندرجہ ذیل میں سے کون سا باقاعدہ خطہ ہے؟,ڈکی|پنسلوانیا|Winn-Dixie کا بازار کا علاقہ|بحر الکاہل شمال مغرب,high_school_geography,1
پیداواری سرگرمیوں اور مقامی لوگوں کے ارتکاز کو کہا جاتا ہے تاکہ ہر ایک کو فائدہ پہنچے,متبادل کے اصول.|تنزلی|جمع|بنیادی ڈھانچہ,high_school_geography,2
کس زبان کے خاندان میں اطالوی، ہسپانوی، پرتگالی اور رومانیہ شامل ہیں؟,یورپی|سلاوی|جرمن|رومانس,high_school_geography,3
انقرہ، ترکی اور اسلام آباد، پاکستان دونوں کی مثالیں ہیں۔,صحرائی شہر|فارورڈ تھرسٹ کیپٹلز|پرانے نوآبادیاتی دارالحکومت.|حریف شہر.,high_school_geography,1
مندرجہ ذیل میں سے کون سی ہم آہنگی کی مثال نہیں ہے؟,ہالووین|غیر ملکی کھانوں کو امریکی ذوق کے مطابق بدل دیا گیا۔|ہاسیڈک یہودیت|لوزیانا میں کیتھولک ازم,high_school_geography,2
یہ نظریہ کہ جس نے یورپ کی زمینی سطح کو کنٹرول کیا وہ دنیا پر حکمرانی کرے گا کہلاتا ہے۔,نظریہ ارتقاء|ڈومینو تھیوری|ہارٹ لینڈ تھیوری|رملینڈ تھیوری,high_school_geography,2
کون سا گروہ اسلام کے فارسی (ایرانی) تغیرات کی نمائندگی کرتا ہے اور علی علیہ السلام کی اولاد میں سے ائمہ معصومین علیہم السلام کے حق تلفی اور اختیار پر یقین رکھتا ہے؟,سنی|شیعہ|امام|اچھوت,high_school_geography,1
ضرب اثر ہے۔,شہری معیشت میں غیر بنیادی کارکنوں کا اضافہ جس نے مزید بنیادی کارکنوں کو شامل کیا ہے۔|معیشت میں شہری اور دیہی کارکنوں کا تناسب۔|معیشت میں کھیتوں کے مزدوروں کے ساتھ شہر کے کارکنوں کا تناسب۔|شہری معیشت کے ذریعہ دیہی ملازمتوں کا اضافہ۔,high_school_geography,0
ہندوؤں کی مقدس کتاب کو کہا جاتا ہے۔,تلمود|بائبل.|تورات۔|وید۔,high_school_geography,3
مندرجہ ذیل میں سے کون سا مشرقی یورپی شہر کی ایک الگ خصوصیت ہے؟,ایک مرکزی پارک|نمایاں مذہبی عمارتیں۔|ایک بڑا مرکزی چوک سرکاری اور انتظامی عمارتوں سے گھرا ہوا ہے۔|لگژری اپارٹمنٹ بلڈنگز,high_school_geography,2
مندرجہ ذیل میں سے کون سا ملک اپنی مادری زبان کی پاکیزگی کو انگریزی یا دیگر زبانوں کی آلودگی سے بچانے کے لیے سرگرم عمل ہے؟,اٹلی|روس|جاپان|برازیل,high_school_geography,2
مندرجہ ذیل میں سے کون سی بڑی مقدار میں حاصل کرنے والی صنعت کی مثال ہے؟,سٹیل|بوتل بند سنتری کا رس|کاغذ|تانبا,high_school_geography,1
مندرجہ ذیل میں سے کون سی ایکسپورٹ پروسیسنگ زون (EPZ) کی خصوصیت نہیں ہے؟,برآمدات پر ٹیرف میں کمی|خام مال درآمد شدہ ڈیوٹی فری|کسٹم ڈیوٹی سے استثنیٰ|آلودگی کے سخت ضوابط,high_school_geography,3
مندرجہ ذیل خصوصیات میں سے کون سی ریاست کی صحیح نہیں ہے؟,آزاد علاقہ|بین الاقوامی سطح پر تسلیم شدہ|حدود|قومی زبان,high_school_geography,3
